Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,Linkedin
Pear VC,https://www.pear.vc/,"158 South Park St, San Francisco, CA","USA,UK,France,Germany,Australia,Italy,Spain,Mexico,Canada,Brazil,Colombia,Argentina,Chile,Peru,Austria,Switzerland,Israel,Portugal","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in pre-seed, seed, and series A companies across industries. ",VC,"$150,000","$4,000,000",https://www.linkedin.com/company/pear-vc/
Brandenburg Kapital,https://www.brandenburg-kapital.de/de/bk/index.html,"Babelsberger Straße 21, 14473 Potsdam, Germany",Germany,"3. Early Revenue,4. Scaling,2. Prototype","We invest in Information & Communication Technologies (ICT), Industry, Life Sciences/ Healthcare",Public fund,"$500,000","$2,000,000",https://www.linkedin.com/company/bfb-brandenburg-kapital-gmbh---ilb/
Element Finance,https://elementfinance.com,"San Antonio, Texas 78205, US","USA,Ireland,UK,Germany,Australia,France,Spain,Canada,Denmark,Sweden,Norway,Belgium,Netherlands","4. Scaling,5. Growth,6. Pre-IPO",We invest in recurring revenue SaaS and other businesses through simple debt finance. ,Revenue-based,"$200,000","$10,000,000",https://www.linkedin.com/company/elementsaasfinance
Scale Venture Partners,https://www.scalevp.com/,"950 Tower Ln #1150, Foster City, CA 94404","USA,Israel,UK,Germany,France,Portugal,Spain,Ireland,Canada",3. Early Revenue,"We  invest in intelligent business software in markets like: DataOps, DevOps, Digital Health, Fintech, Open Source, Productivity, Security, Vertical SaaS or AI enabled apps - typically lead Series A or Series B rounds, after you’ve signed your first customers and when you’re ready to move from founder-led growth to a repeatable, go-to-market machine.
",VC,"$5,000,000","$30,000,000",https://www.linkedin.com/company/scale-venture-partners
Colle Capital Partners,https://colle.vc,"55 Hudson Yards, New York, NY 10001, United States","USA,UK,France,Germany,Mexico,Colombia,Brazil,India,Algeria,Kenya,China,Japan","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in Logistics, Healthcare and FinTech, but remain opportunistic in our approach. 

Colle Capital Partners is a global, opportunistic, early stage technology venture fund. Managers have completed deals in various verticals and across all capital structures. While we tend to gravitate towards Logistics, Healthcare and FinTech, we remain opportunistic in our approach. We pay special attention to data. Virtually all our deals have an intrinsic relationship with data as we believe the ability to isolate, utilize and act upon the best possible information is the foundation of success.

We prefer to step in early in the lifecycle of a company and help teams achieve their goals by assisting with all critical tasks that young startups require. We invest in people. Our mission is to identify and back teams that not only demonstrate intellect and passion but are also agile in their thinking and execution. We seek organizations that operate with a clear focus on sustainability in every dimension: business practices, unit economics and environmental impact.",VC,"$500,000","$2,000,000",https://www.linkedin.com/company/colle-capital
Global Health Impact Fund,https://globalhealthimpactfund.com/,"2010 Crow Canyon Circle, Suite 100, PMB 2184,  San Ramon, CA 94583",USA,"2. Prototype,3. Early Revenue,4. Scaling",We Invest in Digital Health Startups from Pre Seed to Pre Series A,VC,"$25,000","$1,000,000",https://www.linkedin.com/in/globalhealthimpactfundllc/
Breakout Ventures,https://breakout.vc/,"San Francisco, CA","USA,Canada","3. Early Revenue,2. Prototype,4. Scaling","We invest in creative biosciences - companies building new biology for applications in human health (therapeutics, diagnostics, and devices) and industry (sustainability and synthetic biology). We invest in Seed and Series A companies.",VC,"$300,000","$5,000,000",https://www.linkedin.com/company/breakout-ventures/
Coparion,https://www.coparion.vc/en,"Ottoplatz 6, 50679 Cologne, Germany",Germany,"3. Early Revenue,4. Scaling,5. Growth","We invest in German technology and life sciences companies, from early seed to late-stage growth rounds and across all sectors.",VC,"$500,000","$8,000,000",https://www.linkedin.com/company/coparion-gmbh-&-co.-kg/
4F Ventures,https://4fventures.com/,"Remote, Orange County, CA","USA,Canada","2. Prototype,3. Early Revenue,4. Scaling",We invest in traditionally overlooked founders building seed-stage eCommerce and FinTech companies across North America. Tickets up to $250K.,VC,"$50,000","$250,000",https://www.linkedin.com/company/4fventures
Futureland Ventures,https://www.futurelandventures.com/,"Washington, DC",USA,"3. Early Revenue,4. Scaling,2. Prototype","We invest in in transformative early-stage technology startups creating a more sustainable, resilient, and connected future. We are a venture capital syndicate that deploys capital to startups charting the future in the following sectors: mobility, climate, internet of things, proptech, security, with a technical focus on software, robotics, and artificial intelligence.

To maximize impact, futureland ventures generally invests at the pre-seed or seed stage of a company’s journey. As a founder-led firm, we deeply understand the challenges entrepreneurs face, now and beyond.

We invest in startups with exponential solutions, with mission-driven founders (and a clear vision), who are superior operators, having some early evidence of traction (i.e. mvp, revenue, partnerships) in large, growing, or unlocked markets.",VC,"$75,000","$250,000",https://www.linkedin.com/company/futureland-ventures/
First Momentum Ventures,https://firstmomentum.vc/,"Alter Schlachthof 33, Karlsruhe, Baden-Württemberg 76131, DE","Germany,Austria,Switzerland","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in pre/early-traction B2B companies with a technical core as their main differentiator. We mainly invest in Deep Tech, SaaS and SaaS-enabled marketplaces.",VC,"$50,000","$200,000",https://www.linkedin.com/company/firstmomentum
New Mexico Angels,http://www.nmangels.com/,"1451 Innovation Parkway SE, Suite 600, Albuquerque, NM 87123",USA,"2. Prototype,3. Early Revenue,4. Scaling",We invest in companies in New Mexico and the Southwest region. We are a private angel investment network.,Angel network,"$100,000","$300,000",https://www.linkedin.com/company/new-mexico-angels-inc.
OneTen° Capital,https://www.oneten.capital,"1451 Innovation Parkway SE, Suite 600, Albuquerque, NM 87123",USA,"3. Early Revenue,4. Scaling","We invest in high-growth, early-stage technology companies in New Mexico and the Rocky Mountain Region with diverse and dynamic teams. ",VC,"$400,000","$600,000",https://www.linkedin.com/company/onetencapital/
Rampersand,https://www.rampersand.vc/,"15 Newton St, Cremorne, Victoria 3121, AU",Australia,"3. Early Revenue,2. Prototype","We invest in Australian & Kiwi Founders building companies that generate a competitive advantage through technology and data, with a product in market (not necessarily revenue)",VC,"$100,000","$1,000,000",https://www.linkedin.com/company/rampersand/
TrueSight Ventures,https://www.truesight.vc/,"4th Floor, Rex House, 4-12 Regent Street, London, London SW1Y 4PE, GB","UK,France,Germany,Ireland,Sweden,Finland,Norway,Netherlands,Switzerland,Spain,Estonia,Lithuania,Latvia,Denmark,USA","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in pre-seed / seed startups in Europe and US. We are a generalist fund and invest in B2B SaaS, marketplaces, AI/ML, fintech, insurtech, devtools, enterprise, digital health and exciting B2C startups.",VC,"$100,000","$500,000",https://www.linkedin.com/company/truesight-ventures/
NextGen Venture Partners,https://nextgenvp.com/,"901 S Bond St, Baltimore, Maryland 21231, US","USA,Canada",3. Early Revenue,"We invest in US-based technology companies. Our primary focus is enterprise software, healthcare IT and financial technologies.",VC,"$500,000","$2,500,000",https://www.linkedin.com/company/nextgen-venture-partners
Reimann Investors,https://www.reimann-investors.com/,"Rosental 4, 80331 Munich, Germany","Germany,Austria,Switzerland","4. Scaling,5. Growth,6. Pre-IPO","We invest in high-growth digital companies from the premium consumer commerce, FinTech, SaaS and digital services sectors in the expansion phase (Series A, B, C) in the DACH region",Family office,"$3,000,000","$10,000,000",https://www.linkedin.com/company/reimann-investors/
Alberts Impact Ventures,https://www.alberts.co/,"Level 7, 175 Macquarie Street, Sydney, NSW 2000, AU","Australia,New Zealand","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in founders with an impact focus: 
- Environmental Sustainability 
- Mental Health & Wellbeing 
- Arts, Music & Entertainment 
- Equality ",VC,"$80,000","$800,000",https://www.linkedin.com/company/alberts/
Altavia Adventures,https://www.linkedin.com/company/altavia-adventures/,"2, Place du Colonel Fabien, Paris, Île-de-France 75019, FR",France,"2. Prototype,3. Early Revenue","We invest in early-stage Seed or Series A startups in our areas of expertise, with high growth potential and recurring revenues - Saas and Marketplace.

We are Altavia Corporate Ventures, the investment arm of Altavia Group, the leading independent international group specializing in commercial communication for the retail sector.

We firmly believe in creating mutual and shared value, thus we offer our portfolio startups tailor-made access to our best experts and to a targeted selection of the group's business units.",Corporate VC,"$200,000","$3,000,000",https://www.linkedin.com/company/altavia-adventures/
Slimmer AI,https://www.slimmer.ai/fund,"Singel 542 , Amsterdam, North Holland 1017, NL","Belgium,Luxembourg,Netherlands","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in AI-powered B2B SaaS ventures based in Europe. We also co-build ventures, so it's never too early to reach out",Startup studio,"$50,000","$3,000,000",https://www.linkedin.com/company/slimmer-ai/
Panache Ventures,https://www.panache.vc/,"3 place ville marie, Montreal, QC, Canada","Canada,USA","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed and seed Canadian founders,VC,"$250,000","$500,000",https://www.linkedin.com/company/panache-ventures/
Leta Capital,https://en.leta.vc/,"ulitsa Leninskaya Sloboda 26, Moscow, Moscow City 115280, RU","Israel,USA,Latvia,Lithuania,UK,Ukraine,Russia,Belarus","3. Early Revenue,4. Scaling,5. Growth",We invest in Russian-speaking IT-enterpreneurs around the globe (with no geo-preferences) with $50k+ MRR,VC,"$500,000","$3,000,000",https://www.linkedin.com/company/leta-capital/
Horizan VC,http://www.horizan.vc,"Runway East Borough Market, 20 St Thomas St, London SE1 9RS","UK,France,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in idea-stage founders utilising the Convertible Future Earnings Agreement, which is a SAFE note attached to a Future Earnings Agreement.",Other,"$15,000","$50,000",https://www.linkedin.com/company/horizan-vc/
Alpha Partners,https://alphapartners.com/,"Empire State Building, New York, NY","USA,Canada,UK,Mexico,Brazil","4. Scaling,5. Growth,6. Pre-IPO","We invest in early-stage tech companies, preferably with over $5 million in annual revenue.

Alpha Partners is a next-generation growth equity firm that focuses on accelerating private technology companies. To these companies and their investors, we offer an option to quickly fill out a growth or expansion stage financing round in a friendly and rational manner.

Our mission: to serve our seed and early-stage investor partners and the heroic teams they back.

>Rational and Agile Capital
As experienced entrepreneurs and early-stage venture capital investors, we founded Alpha Partners to be an agile co-investor.  We make rapid investment decisions. We’re flexible on investment size. We believe in direct communication and transparency with our partners. While we may assist with fundraising, recruiting, and strategic relationships, we rarely take board seats.

>Experienced at Scale
Alpha Partners was founded by experienced early-stage venture capital investors and former entrepreneurs with more than 75 years of combined experience. Our team, including our close advisors, have founded and helped to scale multi-billion dollar venture and private equity firms as well as made hundreds of investments themselves.

>Friendly
The venture ecosystem can be rough and tumble. We find that our best introductions come from high-quality referred deals from our friends, our fellow entrepreneurs, and venture firms we often partner with. As a result, we aspire to be as responsive, transparent, and easy to work with as we can be. Friendly.

>Not a Black Box
Making an investment is about capitalizing on a business opportunity as well as forming a partnership. In evaluating an investment, we weigh leadership team quality, revenue velocity, category leadership, concept simplicity, strategic partner strength, market size, and growth. That said, we’ve found that companies with over $5 million in annual revenue that are growing tend to stay on that growth path.",VC,"$3,000,000","$10,000,000",https://www.linkedin.com/company/alpha-venture-partners/
EcoMachines Ventures,http://ecomachinesventures.com,"24th Floor, 1 Canada Square, London, E14 5AB, GB","UK,USA,Israel,Australia,Germany","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in early-stage startups with the focus on: fintech, blockchain, hardware, future of work solutions. ",Family office,"$50,000","$250,000",https://www.linkedin.com/company/ecomachines-ventures-limited/
Boot Ventures,https://www.bootventures.com/,"Rue des Pères Blancs 4, 1040 Brussels, Belgium",Belgium,"3. Early Revenue,2. Prototype",We invest in Belgium-based startups. We are a startup studio and seed stage venture capital company based in Brussels that focuses on solving real-world problems with technology.,Startup studio,"$25,000","$200,000",https://www.linkedin.com/company/boot-ventures
Talent Venture Group,https://www.talentventuregroup.com/,Fleminggatan 7112 26 Stockholm,"Sweden,Norway,USA,Finland,Denmark,Germany,Switzerland,Austria,UK,France","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in HR & Talent Tech companies,VC,"$25,000","$500,000",https://www.linkedin.com/company/talent-venture-group/
AVV Ascend Vietnam Ventures,https://ascendvietnam.com/,"Ho Chi Minh City, VN",Vietnam,"2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent","We invest in internationally iconic companies arising from Vietnam.  We are particularly interested in fintech, edtech, future of work, enterprise SaaS, health tech, and logistics, but are happy to look at any tech or tech-enabled startup.  Leveraging AI or blockchain technology is a plus.  We want to be your first institutional investor.  Our team has done seed investments in Axie Infinity (blockchain gaming and NFT pioneer), ApplyBoard (edtech unicorn), ELSA (later backed by Google's AI-focused fund), Trusting Social (Sequoia's first investment in a Vietnamese startup), and dozens of other companies.",VC,"$500,000","$2,000,000",https://www.linkedin.com/company/ascendvietnam
Credo Ventures,https://www.credoventures.com/,"Karlovo nam 10, Prague 2, 12000, CZ","Czech Republic,Slovakia,Slovenia,Poland,Hungary,Romania,Croatia,Serbia,Bulgaria","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in the Central and Eastern European region and its diaspora. Targeting founders who leverage the incredible talent pool there but aim to build global businesses.,VC,"$100,000","$3,000,000",https://www.linkedin.com/company/credo-ventures/
Kogito Ventures,http://www.kogito-ventures.com/,"Towarowa 28, Warsaw 00-839, Poland",Poland,"2. Prototype,3. Early Revenue,4. Scaling","We invest in European software startups with a strong Polish component (e.g. Polish co-founder, team based in Poland, business launching in Poland) If your business: - is riding the e-commerce megatrend or - is disrupting the financial system or - is a Marketplace or a B2B SaaS - is building an Industry 4.0 solution Please get in touch. We would love to hear your story!",VC,"$200,000","$400,000",https://www.linkedin.com/company/kogito-ventures/
Miami University Social Impact Fund,https://www.miamisif.org/,"2078 Farmer School of Business 800 E. High St. Oxford, OH 45056",USA,"3. Early Revenue,2. Prototype,4. Scaling",We invest in US-based seed-stage social enterprises that have a measurable social impact.,Other,"$5,000","$50,000",https://www.linkedin.com/company/musocialimpactfund
Prefcap,https://prefcap.io/,"10 Chiswell St, London, EC1Y 4XY","UK,Netherlands,Ireland,Germany,Belgium,Luxembourg","3. Early Revenue,4. Scaling","We invest in B2B software companies with >$50k MRR. We tend to back businesses between Seed and Series A with quick, passive capital to get founders to the next funding round.",VC,"$500,000","$1,500,000",https://www.linkedin.com/company/adgprefcap/
No Such Ventures,https://www.nosuchventures.com,"Mr. Treublaan 3, 1097 DP Amsterdam, Netherlands","Netherlands,Belgium,UK,France,Germany,Spain,Italy,Portugal,Poland,Estonia,Lithuania,Latvia,Romania,Czech Republic,Switzerland,USA,Denmark,Sweden,Norway,Finland,Ireland,Slovakia,Slovenia,Hungary,Bulgaria,Croatia,Ukraine,Iceland,Serbia,Montenegro,Turkey,Greece,Russia,India,Canada","3. Early Revenue,4. Scaling,5. Growth","We invest in global companies that value our model of combining many high-profile entrepreneurs within one line in the cap table, managed by us.

We disrupt the venture capital landscape, offering flexible deal structures and hassle-free equity investments on a per-deal basis.

Backed by an engaged and ever-growing network of high-profile investors, entrepreneurs and industry experts, No Such Ventures invests €2m to €8m in ambitious growth companies, globally and across sectors.",VC,"$2,500,000","$10,000,000",https://www.linkedin.com/company/nosuchventures
Gamerforce Ventures,https://www.gamerforce.vc,Singapore,"Singapore,Indonesia,Malaysia,Hong Kong,Philippines,USA,UK,Vietnam,Australia,India","3. Early Revenue,4. Scaling","We invest in esports, gaming with a primary focus on platforms and software that can scale across leagues, games and teams. Most of our investments tend to have a B2B focus.",VC,"$50,000","$250,000",https://www.linkedin.com/company/gamerforce-ventures
Karma Ventures,https://www.karma.vc/,"Toompuiestee 33a, Tallinn, Harjumaa 10149, EE","Estonia,France,Latvia,Lithuania,Finland,Germany,Sweden,Poland,Hungary,Iceland","2. Prototype,3. Early Revenue","We invest in European, late seed and Series A, deep-tech software startups.

Karma Ventures (karma.vc) is an early-stage venture capital firm, specialized in late seed and A round investments in Europe’s most promising deep-tech software startups.",VC,"$580,000","$3,500,000",https://www.linkedin.com/company/karma-ventures/
SuperAngel.Fund,http://superangel.fund/,"Tribeca, NYC, NY 10013, US",USA,"2. Prototype,1. Idea or Patent,3. Early Revenue,4. Scaling","We invest in Consumer, PropTech & Future of Work. The fund is led by Ben Zises who was the first investor and founding advisor to quip, Caraway & Arber, before each had its name.",VC,"$25,000","$250,000",https://www.linkedin.com/company/super-angel/
TRGC,https://trgc.io/,"Blackburn Highway, PO BOX 116, Road Town TorTola, British Virgin Islands","Canada,Australia,Finland,South Korea,India,Singapore,Japan,UK,USA,France,Spain,Germany,Belgium,Netherlands,Brazil,Kenya,Hong Kong,Switzerland,Sweden,Norway","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Blockchain-based startups on a global scale solving critical friction points in the DLT industry.,VC,"$100,001","$1,000,001",https://www.linkedin.com/company/trgc/
Pesu Venture Labs,https://pesuventurelabs.com/#/,"12th Floor CIE Office, B Block PES University, Outer Ring Road, Bengaluru, Karnataka 560085, IN",India,1. Idea or Patent,We invest in B2B SAAS based companies with deeptech as a differentiator with special focus on Student lead startups,Startup studio,"$100,000","$200,000",https://www.linkedin.com/company/pesu-venture-labs/
Geometry Venture Development,https://geometryventure.dev/,"İstanbul, Sarıyer 34450, TR","USA,Turkey,Germany,UK","2. Prototype,3. Early Revenue","We invest $20K in early-stage technology startups. We are interested in algorithms, platform tech, materials and IoT.",Angel network,"$20,000","$20,000",https://www.linkedin.com/company/geometryventuredev/
Faraday Venture Partners,https://faradayvp.com/,"Paseo de la Habana, 16, Madrid, Spain","Germany,Austria,Belgium,Czech Republic,Denmark,Estonia,Finland,France,Greece,Iceland,Ireland,Israel,Italy,Hungary,Latvia,Lithuania,Luxembourg,Malta,Croatia,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Cyprus,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,UK,Ukraine",3. Early Revenue,"We invest in early-stage startups with some innovation and at least 6 months of commercial traction across EU. We are sector agnostic. We support/empower our portfolio startups with operations (tools & suppliers), sales (intros via our network) and finance (fundraising, exit) together with real human touch.",VC,"$300,000","$600,000",https://www.linkedin.com/company/faraday-venture-partners/
Schematic Ventures,https://www.schematicventures.com/,"209 Kearny St, San Francisco, CA 94108","USA,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in technology companies within supply chain, manufacturing, commerce infrastructure & digital industrial sectors.",VC,"$1,000,000","$1,500,000",https://www.linkedin.com/company/schematicvc/
Tidal Ventures,https://www.tidalvc.com/,"88 Phillip Street, Sydney NSW 2000","Australia,USA,UK,New Zealand,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth",We invest in product-led founders at the Seed stage and beyond,VC,"$250,000","$2,500,000",https://www.linkedin.com/company/tidal-ventures
EEC Ventures,http://www.eecventures.com/en,"Emilii Plater 53, 00-113 Warsaw, Poland",Poland,"4. Scaling,3. Early Revenue,2. Prototype",We invest in EU-based startups digitalizing industry and energy sector.,Corporate VC,"$250,000","$1,500,000",https://www.linkedin.com/company/eec-ventures/
Systema VC,https://systema.vc,"100 Cannon St., London, EC4N 6EU, United Kingdom","UK,France,Spain,Germany,Mexico,India,Sweden,Netherlands,Brazil,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia-H,Botswana,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Republic,Chad,Chile,Colombia,Comoros,Congo (Congo-Brazzaville),Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,""Eswatini (fmr. """"Swaziland"""")"",Ethiopia,Fiji,Finland,Gabon,Gambia,Georgia,Ghana,Greece,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hungary,Iceland,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Liechtenstein,Lithuania,Luxembourg,Lybia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,New Zealand,Nicaragua,Niger,Nigeria,North Korea,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Vincent and the Grenadines,Samoa,San Marino,Sant Kitts and Nevis,Sant Lucia,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Sri Lanka,Sudan,Suriname,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Tuvalu,UAE,Uganda,Ukraine,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in Fintech, Legaltech and Proptech globally except USA and China",VC,"$50,000","$500,000",https://www.linkedin.com/company/united-first-partners/
WestTech Ventures,https://www.westtechventures.com/,"Gustav-Meyer-Allee 25, Berlin, 13355, DE","Germany,Austria,Switzerland","2. Prototype,3. Early Revenue","We invest in Enterprise SaaS startups with a concentration on Automation, Climate, Future of Work, & Health.",VC,"$50,000","$100,000",https://www.linkedin.com/company/westtech-ventures-gmbh/
Icos Capital Management,https://www.icoscapital.com/,"Marconistraat 16, 11th Floor, Rotterdam, Zuid-Holland 3029AK, NL","Netherlands,Israel,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,North Macedonia,Norway,Poland,Portugal,Romania,Russia,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK","3. Early Revenue,4. Scaling","We invest in deeptech and sustainable projects across Europe and Israel in industries such as foodtech, agtech, sustainable chemistry, industry 4.0. We do Pre-A, Series A, Series B investments.",VC,"$250,000","$5,000,000",https://www.linkedin.com/company/icos-capital-management
Sugar Capital,https://sugarcap.com,"921 Front St, San Francisco, CA 94111, United States",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in the future of commerce.,VC,"$500,000","$1,500,000",https://www.linkedin.com/company/sugarcapital
Good Alpha Industries,https://www.goodalpha.vc/,"1502 Broadway Ave, Santa Monica, CA 90403",USA,"3. Early Revenue,4. Scaling,5. Growth","We invest in Better-For-You Consumer, Commerce and Consumer Technology companies.",VC,"$250,000","$5,000,000",https://www.linkedin.com/company/good-alpha-industries/
Liquidity Capital,https://www.liquiditygroup.com/,"75  Greene  St,Soho,  NYC,  NY  10012, United States","USA,UK,Australia,Israel","5. Growth,6. Pre-IPO",We invest in startups with $2M+ ARR,VC,"$3,000,000","$100,000,000",https://il.linkedin.com/company/liquidity-capital
Beta Boom,https://betaboom.com/,"Los Angeles, United States",USA,3. Early Revenue,We invest in pre-seed software startups serving the needs of women and ethnic minority consumers and led by overlooked founders with exceptional grit and hustle.,VC,"$150,000","$350,000",https://www.linkedin.com/company/betaboom/
1st Course Capital,https://www.1cc.vc/,"541 Jefferson Ave., Suite 100, Redwood City, CA 94063",USA,"3. Early Revenue,2. Prototype,4. Scaling","We invest in entrepreneurs building innovations that can impact the environmental, human, and social health of the food system. Everything from inputs and agriculture, through processing, distribution, retail, all the way to consumer health. ",VC,"$25,000","$250,000",https://www.linkedin.com/company/1cc-vc/
D Squared Capital,https://www.dsquaredcap.com/,"15 Bowling Green Lane, London, UK","UK,Israel,USA","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO",We invest in growth stage businesses,Family office,"$5,000,000","$20,000,000",https://www.linkedin.com/company/d-squared-capital/
Sova VC,https://sova.vc/,"88 Wood Street, London, EC@V 7RS, UK","UK,Sweden,Norway,Denmark,Ireland,Estonia,Finland","3. Early Revenue,4. Scaling,5. Growth","We invest in platform solutions (marketplaces, software platforms, etc.) on vertical markets, focusing on UK, Ireland, Baltics, Nordics and EU geographies. Our investment sweet-spot is Series A. Areas of our particular interest are: FinTech, UrbanTech and B2B and B2B2C Marketplaces.",VC,"$1,800,000","$4,700,000",https://www.linkedin.com/company/sova-vc
OSS Ventures,https://www.oss.ventures/,"10 rue Chabanais, 75002 Paris","France,Germany,Poland,UK,USA","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in B2B SaaS directed at the operations (think, people who are not given a laptop for their first day of job).",Startup studio,"$50,000","$500,000",https://www.linkedin.com/company/oss-ventures
Bleu Capital,https://www.bleucap.com/,"110 E 25th St, New York, NY 10010","USA,France","3. Early Revenue,4. Scaling,5. Growth","We invest in companies that will disrupt the way we live, spend and consume, and the tools and platforms that make this change possible.",VC,"$150,000","$1,000,000",https://www.linkedin.com/company/bleu-capital-llc/
Seed Capital,https://seedcapital.dk/,"Højbro Plads 10, København K, Capital Region 1200, DK",Denmark,"3. Early Revenue,4. Scaling,2. Prototype","We invest in Danish startups (and only Danish), typically post revenue with an affinity for B2B SaaS and enterprise",VC,"$1,000,000","$5,000,000",https://www.linkedin.com/company/seed-capital-denmark/
Florida Funders,https://www.floridafunders.com/,"1311 N Westshore Blvd, Tampa, FL 33607, United States",USA,"3. Early Revenue,4. Scaling,5. Growth","We invest in Seed to Series A stage B2B SaaS companies across verticals such as Healthtech, Edtech, Cybersecurity and Fintech. ",VC,"$250,000","$1,500,000",https://www.linkedin.com/company/floridafunders
VentureFriends,https://venturefriends.vc/,"Athens, Greece 15125, GR","Germany,Spain,Italy,Poland,Greece,UK,Finland,Portugal,France,Sweden,Norway,UAE,Saudi Arabia,Egypt,Mexico,Brazil,Colombia,Peru,Chile,Belgium,Austria,Netherlands,Ukraine,Bulgaria,Romania,Czech Republic,Switzerland","2. Prototype,3. Early Revenue,4. Scaling",We invest in stellar teams building B2C and B2B SaaS startups.,VC,"$500,000","$2,500,000",https://www.linkedin.com/company/venturefriends
Hike Ventures,https://hikevc.com/," 1333 Gough Street APT 8B San Francisco, CA 94109","USA,Canada,UK,Israel,Japan","3. Early Revenue,4. Scaling","We invest in applied AI, in startups showing early traction, post-revenue. ",VC,"$200,000","$3,000,000",https://www.linkedin.com/company/hike-ventures/
DART Ventures,https://dartlabs.io/,"Hardtrumstr 3, 8004 Zurich","Switzerland,Germany,UK,Italy,Austria,Norway,Sweden,Netherlands,Spain,Portugal,Croatia,Serbia,Slovenia","1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in technology fueled solutions working towards healthier humans and a healthier planet. Solutions, that generate new insights and possibilities across multiple use cases and industries. - We invest in Swiss and European founders - We invest early, mostly pre-seed or seed - We only invest if we have the network and expertise to add value - We seek diverse teams with a strong vision and the goal to enter the US market - We like technologies that have various use cases and can benefit from an early testing in the US","Incubator, Accelerator","$200,000","$300,000",https://www.linkedin.com/company/dartlabs/
Vorwerk Ventures,https://vorwerkventures.com/,"Fehrbelliner Straße 45, Berlin, 10119, DE","Germany,Austria,Switzerland,Spain,UK,Sweden","2. Prototype,3. Early Revenue,4. Scaling",We invest in the next generation in consumer technologies ,VC,"$500,000","$10,000,000",https://www.linkedin.com/company/vorwerk-direct-selling-ventures-gmbh/
